Common name;Scientific name;Status;No.;No. Back
Ferruginous Flycatcher;Muscicapa ferruginea;;18;2
Ashy Flycatcher;Muscicapa caerulescens;;42;3
Swamp Flycatcher;Muscicapa aquatica;;14;3
Cassin's Flycatcher;Muscicapa cassini;;2;1
Olivaceous Flycatcher;Muscicapa olivascens;;5;0
Chapin's Flycatcher;Muscicapa lendu;;8;0
Itombwe Flycatcher;Muscicapa itombwensis;;0;0
African Dusky Flycatcher;Muscicapa adusta;;63;16
Little Grey Flycatcher;Muscicapa epulata;;1;0
Yellow-footed Flycatcher;Muscicapa sethsmithi;;7;0
Dusky-blue Flycatcher;Muscicapa comitata;;7;1
Tessmann's Flycatcher;Muscicapa tessmanni;;9;0
Sooty Flycatcher;Muscicapa infuscata;;2;0
Ussher's Flycatcher;Muscicapa ussheri;;2;0
B”hm's Flycatcher;Muscicapa boehmi;;2;0
White-gorgeted Flycatcher;Anthipes monileger;;32;4
Rufous-browed Flycatcher;Anthipes solitaris;;55;3
Hainan Blue Flycatcher;Cyornis hainanus;;66;3
Pale Blue Flycatcher;Cyornis unicolor;;78;6
Rck's Blue Flycatcher;Cyornis ruckii;;0;0
Blue-breasted Blue Flycatcher;Cyornis herioti;;8;0
White-bellied Blue Flycatcher;Cyornis pallidipes;;9;1
Pale-chinned Blue Flycatcher;Cyornis poliogenys;;34;2
Hill Blue Flycatcher;Cyornis banyumas;;75;13
Large Blue Flycatcher;Cyornis magnirostris;;12;0
Palawan Blue Flycatcher;Cyornis lemprieri;;6;0
Tickell's Blue Flycatcher;Cyornis tickelliae;;134;15
Sunda Blue Flycatcher;Cyornis caerulatus;;23;1
Bornean Blue Flycatcher;Cyornis superbus;;30;2
Blue-throated Blue Flycatcher;Cyornis rubeculoides;;55;2
Chinese Blue Flycatcher;Cyornis glaucicomans;;23;0
Malaysian Blue Flycatcher;Cyornis turcosus;;22;1
Mangrove Blue Flycatcher;Cyornis rufigastra;;30;1
Tanahjampea Blue Flycatcher;Cyornis djampeanus;;3;0
Sulawesi Blue Flycatcher;Cyornis omissus;;20;0
Timor Blue Flycatcher;Cyornis hyacinthinus;;6;0
Blue-fronted Blue Flycatcher;Cyornis hoevelli;;16;0
Matinan Blue Flycatcher;Cyornis sanfordi;;10;0
White-tailed Flycatcher;Cyornis concretus;;18;0
Russet-backed Jungle Flycatcher;Cyornis oscillans;;5;1
Brown-chested Jungle Flycatcher;Cyornis brunneatus;;12;1
Nicobar Jungle Flycatcher;Cyornis nicobaricus;;0;0
Fulvous-chested Jungle Flycatcher;Cyornis olivaceus;;28;0
Grey-chested Jungle Flycatcher;Cyornis umbratilis;;57;3
Rufous-tailed Jungle Flycatcher;Cyornis ruficauda;;3;0
Sula Jungle Flycatcher;Cyornis colonus;;0;0
Banggai Jungle Flycatcher;Cyornis pelingensis;;12;5
Fujian Niltava;Niltava davidi;;5;0
Rufous-bellied Niltava;Niltava sundara;;19;2
Rufous-vented Niltava;Niltava sumatrana;;4;0
Vivid Niltava;Niltava vivida;;9;12
Large Niltava;Niltava grandis;;69;9
Small Niltava;Niltava macgrigoriae;;43;4
Blue-and-white Flycatcher;Cyanoptila cyanomelana;;408;363
Zappey's Flycatcher;Cyanoptila cumatilis;;13;0
Dull-blue Flycatcher;Eumyias sordidus;;3;0
Verditer Flycatcher;Eumyias thalassinus;;59;10
Turquoise Flycatcher;Eumyias panayensis;;31;1
Nilgiri Flycatcher;Eumyias albicaudatus;;13;7
Indigo Flycatcher;Eumyias indigo;;27;2
Streak-breasted Jungle Flycatcher;Eumyias additus;;1;0
European Robin;Erithacus rubecula;;3221;8039
Red-throated Alethe;Chamaetylas poliophrys;;13;1
Brown-chested Alethe;Chamaetylas poliocephala;;12;1
White-chested Alethe;Chamaetylas fuelleborni;;31;15
Thyolo Alethe;Chamaetylas choloensis;;4;0
White-bellied Robin-Chat;Cossyphicula roberti;;6;1
Mountain Robin-Chat;Cossypha isabellae;;4;4
Archer's Ground Robin;Cossypha archeri;;19;0
Olive-flanked Ground Robin;Cossypha anomala;;68;8
Cape Robin-Chat;Cossypha caffra;;147;101
White-throated Robin-Chat;Cossypha humeralis;;40;3
Angolan Cave Chat;Cossypha ansorgei;;3;0
Grey-winged Robin-Chat;Cossypha polioptera;;15;0
Blue-shouldered Robin-Chat;Cossypha cyanocampter;;25;2
Rppell's Robin-Chat;Cossypha semirufa;;108;12
White-browed Robin-Chat;Cossypha heuglini;;185;55
Red-capped Robin-Chat;Cossypha natalensis;;73;8
Chorister Robin-Chat;Cossypha dichroa;;48;12
White-headed Robin-Chat;Cossypha heinrichi;;4;0
Snowy-crowned Robin-Chat;Cossypha niveicapilla;;47;10
White-crowned Robin-Chat;Cossypha albicapillus;;23;17
Swynnerton's Robin;Swynnertonia swynnertoni;;64;28
White-starred Robin;Pogonocichla stellata;;60;28
Forest Robin;Stiphrornis erythrothorax;;41;12
Bocage's Akalat;Sheppardia bocagei;;7;3
Lowland Akalat;Sheppardia cyornithopsis;;0;0
Equatorial Akalat;Sheppardia aequatorialis;;10;4
Sharpe's Akalat;Sheppardia sharpei;;55;22
East Coast Akalat;Sheppardia gunningi;;10;1
Gabela Akalat;Sheppardia gabela;;0;0
Rubeho Akalat;Sheppardia aurantiithorax;;16;2
Usambara Akalat;Sheppardia montana;;12;0
Iringa Akalat;Sheppardia lowei;;14;3
Collared Palm Thrush;Cichladusa arquata;;23;4
Rufous-tailed Palm Thrush;Cichladusa ruficauda;;12;4
Spotted Palm Thrush;Cichladusa guttata;;95;10
Great Shortwing;Heinrichia calligyna;;11;0
Bagobo Babbler;Leonardina woodi;;3;10
Gould's Shortwing;Heteroxenicus stellatus;;3;0
Rusty-bellied Shortwing;Brachypteryx hyperythra;;11;0
Lesser Shortwing;Brachypteryx leucophris;;130;20
Himalayan Shortwing;Brachypteryx cruralis;;28;1
Chinese Shortwing;Brachypteryx sinensis;;6;2
Taiwan Shortwing;Brachypteryx goodfellowi;;19;20
White-browed Shortwing;Brachypteryx montana;;86;6
Eyebrowed Jungle Flycatcher;Vauriella gularis;;9;0
White-throated Jungle Flycatcher;Vauriella albigularis;;13;0
White-browed Jungle Flycatcher;Vauriella insignis;;1;0
Slaty-backed Jungle Flycatcher;Vauriella goodfellowi;;3;0
Indian Blue Robin;Larvivora brunnea;;63;5
Siberian Blue Robin;Larvivora cyane;;101;15
Rufous-tailed Robin;Larvivora sibilans;;57;21
Rufous-headed Robin;Larvivora ruficeps;;11;0
Ryukyu Robin;Larvivora komadori;;58;11
Japanese Robin;Larvivora akahige;;57;17
Bluethroat;Luscinia svecica;;716;152
White-bellied Redstart;Luscinia phaenicuroides;;42;6
Thrush Nightingale;Luscinia luscinia;;580;618
Common Nightingale;Luscinia megarhynchos;;1572;1636
White-throated Robin;Irania gutturalis;;23;3
Himalayan Rubythroat;Calliope pectoralis;;19;2
Chinese Rubythroat;Calliope tschebaiewi;;32;0
Siberian Rubythroat;Calliope calliope;;168;26
Firethroat;Calliope pectardens;;25;2
Blackthroat;Calliope obscura;;10;0
White-tailed Robin;Myiomela leucura;;44;23
Sunda Robin;Myiomela diana;;11;2
Nilgiri Blue Robin;Sholicola major;;10;0
White-bellied Blue Robin;Sholicola albiventris;;14;0
White-browed Bush Robin;Tarsiger indicus;;52;44
Rufous-breasted Bush Robin;Tarsiger hyperythrus;;2;0
Collared Bush Robin;Tarsiger johnstoniae;;18;14
Red-flanked Bluetail;Tarsiger cyanurus;;177;51
Himalayan Bluetail;Tarsiger rufilatus;;33;9
Golden Bush Robin;Tarsiger chrysaeus;;40;2
Little Forktail;Enicurus scouleri;;0;0
Sunda Forktail;Enicurus velatus;;7;0
Chestnut-naped Forktail;Enicurus ruficapillus;;15;0
Black-backed Forktail;Enicurus immaculatus;;4;0
Slaty-backed Forktail;Enicurus schistaceus;;22;1
White-crowned Forktail;Enicurus leschenaulti;;52;1
Bornean Forktail;Enicurus borneensis;;8;0
Spotted Forktail;Enicurus maculatus;;9;0
Sri Lanka Whistling Thrush;Myophonus blighi;;9;0
Shiny Whistling Thrush;Myophonus melanurus;;13;1
Javan Whistling Thrush;Myophonus glaucinus;;19;4
Bornean Whistling Thrush;Myophonus borneensis;;12;0
Brown-winged Whistling Thrush;Myophonus castaneus;;1;0
Malayan Whistling Thrush;Myophonus robinsoni;;7;0
Malabar Whistling Thrush;Myophonus horsfieldii;;62;10
Taiwan Whistling Thrush;Myophonus insularis;;22;5
Blue Whistling Thrush;Myophonus caeruleus;;113;12
Blue-fronted Robin;Cinclidium frontale;;17;3
Rusty-tailed Flycatcher;Ficedula ruficauda;;11;2
European Pied Flycatcher;Ficedula hypoleuca;;699;411
Atlas Pied Flycatcher;Ficedula speculigera;;19;21
Collared Flycatcher;Ficedula albicollis;;289;22
Semicollared Flycatcher;Ficedula semitorquata;;30;5
Yellow-rumped Flycatcher;Ficedula zanthopygia;;49;26
Narcissus Flycatcher;Ficedula narcissina;;271;672
Green-backed Flycatcher;Ficedula elisae;;28;2
Mugimaki Flycatcher;Ficedula mugimaki;;69;17
Slaty-backed Flycatcher;Ficedula hodgsonii;;25;2
Rufous-chested Flycatcher;Ficedula dumetoria;;36;1
Tanimbar Flycatcher;Ficedula riedeli;;6;0
Rufous-gorgeted Flycatcher;Ficedula strophiata;;28;5
Red-breasted Flycatcher;Ficedula parva;;571;62
Taiga Flycatcher;Ficedula albicilla;;131;14
Kashmir Flycatcher;Ficedula subrubra;;11;0
Snowy-browed Flycatcher;Ficedula hyperythra;;69;3
Little Slaty Flycatcher;Ficedula basilanica;;17;0
Rufous-throated Flycatcher;Ficedula rufigula;;2;0
Cinnamon-chested Flycatcher;Ficedula buruensis;;4;0
Damar Flycatcher;Ficedula henrici;;18;2
Sumba Flycatcher;Ficedula harterti;;4;0
Palawan Flycatcher;Ficedula platenae;;8;0
Cryptic Flycatcher;Ficedula crypta;;4;0
Bundok Flycatcher;Ficedula luzoniensis;;4;0
Furtive Flycatcher;Ficedula disposita;;5;0
Lompobattang Flycatcher;Ficedula bonthaina;;10;0
Little Pied Flycatcher;Ficedula westermanni;;72;7
Ultramarine Flycatcher;Ficedula superciliaris;;31;7
Slaty-blue Flycatcher;Ficedula tricolor;;36;0
Sapphire Flycatcher;Ficedula sapphira;;4;0
Black-and-orange Flycatcher;Ficedula nigrorufa;;9;1
Black-banded Flycatcher;Ficedula timorensis;;12;0
Pygmy Flycatcher;Muscicapella hodgsoni;;16;2
Przevalski's Redstart;Phoenicurus alaschanicus;;8;0
Eversmann's Redstart;Phoenicurus erythronotus;;6;3
Blue-capped Redstart;Phoenicurus coeruleocephala;;7;2
Black Redstart;Phoenicurus ochruros;;745;552
Common Redstart;Phoenicurus phoenicurus;;962;431
Hodgson's Redstart;Phoenicurus hodgsoni;;17;4
White-throated Redstart;Phoenicurus schisticeps;;15;0
Daurian Redstart;Phoenicurus auroreus;;193;51
Moussier's Redstart;Phoenicurus moussieri;;24;1
Gldenst„dt's Redstart;Phoenicurus erythrogastrus;;13;2
Blue-fronted Redstart;Phoenicurus frontalis;;33;6
Plumbeous Water Redstart;Phoenicurus fuliginosus;;43;2
Luzon Water Redstart;Phoenicurus bicolor;;6;0
White-capped Redstart;Phoenicurus leucocephalus;;20;2
White-winged Cliff Chat;Monticola semirufus;;4;0
Cape Rock Thrush;Monticola rupestris;;31;4
Sentinel Rock Thrush;Monticola explorator;;4;0
Short-toed Rock Thrush;Monticola brevipes;;3;0
Miombo Rock Thrush;Monticola angolensis;;6;1
Common Rock Thrush;Monticola saxatilis;;79;15
Little Rock Thrush;Monticola rufocinereus;;6;1
Blue Rock Thrush;Monticola solitarius;;184;34
Chestnut-bellied Rock Thrush;Monticola rufiventris;;16;1
Blue-capped Rock Thrush;Monticola cinclorhyncha;;17;0
White-throated Rock Thrush;Monticola gularis;;14;2
Littoral Rock Thrush;Monticola imerina;;18;0
Forest Rock Thrush;Monticola sharpei;;19;0
Whinchat;Saxicola rubetra;;390;99
White-browed Bush Chat;Saxicola macrorhynchus;;1;0
White-throated Bush Chat;Saxicola insignis;;7;1
Canary Islands Stonechat;Saxicola dacotiae;;8;0
European Stonechat;Saxicola rubicola;;415;252
Siberian Stonechat;Saxicola maurus;;47;7
Stejneger's Stonechat;Saxicola stejnegeri;;31;6
African Stonechat;Saxicola torquatus;;65;23
Madagascan Stonechat;Saxicola sibilla;;9;0
Reunion Stonechat;Saxicola tectes;;49;27
White-tailed Stonechat;Saxicola leucurus;;2;0
Pied Bush Chat;Saxicola caprata;;98;14
Jerdon's Bush Chat;Saxicola jerdoni;;11;1
Grey Bush Chat;Saxicola ferreus;;40;5
White-bellied Bush Chat;Saxicola gutturalis;;19;2
Buff-streaked Chat;Campicoloides bifasciatus;;12;1
Sickle-winged Chat;Emarginata sinuata;;14;0
Karoo Chat;Emarginata schlegelii;;12;0
Tractrac Chat;Emarginata tractrac;;6;0
Moorland Chat;Pinarochroa sordida;;9;0
Mocking Cliff Chat;Thamnolaea cinnamomeiventris;;46;1
White-crowned Cliff Chat;Thamnolaea coronata;;1;0
Sooty Chat;Myrmecocichla nigra;;13;0
Anteater Chat;Myrmecocichla aethiops;;11;0
Congo Moor Chat;Myrmecocichla tholloni;;0;0
Ant-eating Chat;Myrmecocichla formicivora;;47;2
Rppell's Black Chat;Myrmecocichla melaena;;6;0
Mountain Wheatear;Myrmecocichla monticola;;17;0
Arnot's Chat;Myrmecocichla arnotti;;22;3
Ruaha Chat;Myrmecocichla collaris;;16;0
Northern Wheatear;Oenanthe oenanthe;;265;26
Capped Wheatear;Oenanthe pileata;;30;0
Red-breasted Wheatear;Oenanthe bottae;;3;0
Heuglin's Wheatear;Oenanthe heuglini;;0;0
Isabelline Wheatear;Oenanthe isabellina;;120;9
Hooded Wheatear;Oenanthe monacha;;5;0
Desert Wheatear;Oenanthe deserti;;44;10
Black-eared Wheatear;Oenanthe hispanica;;104;39
Cyprus Wheatear;Oenanthe cypriaca;;16;4
Pied Wheatear;Oenanthe pleschanka;;52;10
White-fronted Black Chat;Oenanthe albifrons;;3;0
Somali Wheatear;Oenanthe phillipsi;;0;0
Red-rumped Wheatear;Oenanthe moesta;;16;0
Blackstart;Oenanthe melanura;;17;6
Familiar Chat;Oenanthe familiaris;;23;3
Brown-tailed Rock Chat;Oenanthe scotocerca;;16;0
Sombre Rock Chat;Oenanthe dubia;;10;0
Brown Rock Chat;Oenanthe fusca;;13;4
Variable Wheatear;Oenanthe picata;;4;0
Black Wheatear;Oenanthe leucura;;49;6
Abyssinian Wheatear;Oenanthe lugubris;;10;1
White-crowned Wheatear;Oenanthe leucopyga;;22;7
Hume's Wheatear;Oenanthe albonigra;;9;0
Finsch's Wheatear;Oenanthe finschii;;10;0
Mourning Wheatear;Oenanthe lugens;;2;0
Arabian Wheatear;Oenanthe lugentoides;;6;0
Kurdish Wheatear;Oenanthe xanthoprymna;;2;0
Red-tailed Wheatear;Oenanthe chrysopygia;;8;1
Boulder Chat;Pinarornis plumosus;;13;0
Herero Chat;Namibornis herero;;3;0
Humblot's Flycatcher;Humblotia flavirostris;;2;0
White-throated Dipper;Cinclus cinclus;;169;5
Brown Dipper;Cinclus pallasii;;69;1
American Dipper;Cinclus mexicanus;;36;0
White-capped Dipper;Cinclus leucocephalus;;8;0
Rufous-throated Dipper;Cinclus schulzii;;4;0
Philippine Leafbird;Chloropsis flavipennis;;6;0
Yellow-throated Leafbird;Chloropsis palawanensis;;6;0
Greater Green Leafbird;Chloropsis sonnerati;;45;1
Lesser Green Leafbird;Chloropsis cyanopogon;;31;4
Blue-winged Leafbird;Chloropsis cochinchinensis;;54;8
Bornean Leafbird;Chloropsis kinabaluensis;;9;0
Jerdon's Leafbird;Chloropsis jerdoni;;13;1
Golden-fronted Leafbird;Chloropsis aurifrons;;45;0
Sumatran Leafbird;Chloropsis media;;1;0
Orange-bellied Leafbird;Chloropsis hardwickii;;86;3
Blue-masked Leafbird;Chloropsis venusta;;1;0
Olive-backed Flowerpecker;Prionochilus olivaceus;;10;1
Yellow-breasted Flowerpecker;Prionochilus maculatus;;32;1
Crimson-breasted Flowerpecker;Prionochilus percussus;;10;0
Palawan Flowerpecker;Prionochilus plateni;;4;0
Yellow-rumped Flowerpecker;Prionochilus xanthopygius;;20;0
Scarlet-breasted Flowerpecker;Prionochilus thoracicus;;10;1
Golden-rumped Flowerpecker;Dicaeum annae;;8;0
Thick-billed Flowerpecker;Dicaeum agile;;15;0
Striped Flowerpecker;Dicaeum aeruginosum;;2;0
Brown-backed Flowerpecker;Dicaeum everetti;;3;0
Whiskered Flowerpecker;Dicaeum proprium;;8;0
Yellow-vented Flowerpecker;Dicaeum chrysorrheum;;12;0
Yellow-bellied Flowerpecker;Dicaeum melanoxanthum;;5;0
Legge's Flowerpecker;Dicaeum vincens;;8;0
Yellow-sided Flowerpecker;Dicaeum aureolimbatum;;3;0
Olive-capped Flowerpecker;Dicaeum nigrilore;;2;1
Flame-crowned Flowerpecker;Dicaeum anthonyi;;2;0
Bicolored Flowerpecker;Dicaeum bicolor;;4;0
Red-keeled Flowerpecker;Dicaeum australe;;14;4
Black-belted Flowerpecker;Dicaeum haematostictum;;2;0
Scarlet-collared Flowerpecker;Dicaeum retrocinctum;;7;0
Cebu Flowerpecker;Dicaeum quadricolor;;1;0
Orange-bellied Flowerpecker;Dicaeum trigonostigma;;101;17
Buzzing Flowerpecker;Dicaeum hypoleucum;;5;0
Pale-billed Flowerpecker;Dicaeum erythrorhynchos;;49;16
Nilgiri Flowerpecker;Dicaeum concolor;;26;5
Plain Flowerpecker;Dicaeum minullum;;24;1
Andaman Flowerpecker;Dicaeum virescens;;9;1
Pygmy Flowerpecker;Dicaeum pygmaeum;;6;0
Crimson-crowned Flowerpecker;Dicaeum nehrkorni;;6;0
Flame-breasted Flowerpecker;Dicaeum erythrothorax;;1;0
Halmahera Flowerpecker;Dicaeum schistaceiceps;;7;0
Ashy Flowerpecker;Dicaeum vulneratum;;4;0
Olive-crowned Flowerpecker;Dicaeum pectorale;;4;2
Red-capped Flowerpecker;Dicaeum geelvinkianum;;9;1
Louisiade Flowerpecker;Dicaeum nitidum;;1;0
Red-banded Flowerpecker;Dicaeum eximium;;2;0
Midget Flowerpecker;Dicaeum aeneum;;17;1
Mottled Flowerpecker;Dicaeum tristrami;;8;3
Black-fronted Flowerpecker;Dicaeum igniferum;;14;6
Blue-cheeked Flowerpecker;Dicaeum maugei;;19;12
Mistletoebird;Dicaeum hirundinaceum;;63;37
Grey-sided Flowerpecker;Dicaeum celebicum;;8;0
Black-sided Flowerpecker;Dicaeum monticolum;;6;0
Fire-breasted Flowerpecker;Dicaeum ignipectus;;103;13
Blood-breasted Flowerpecker;Dicaeum sanguinolentum;;15;3
Scarlet-backed Flowerpecker;Dicaeum cruentatum;;60;10
Scarlet-headed Flowerpecker;Dicaeum trochileum;;12;3
Ruby-cheeked Sunbird;Chalcoparia singalensis;;37;8
Fraser's Sunbird;Deleornis fraseri;;6;0
Grey-headed Sunbird;Deleornis axillaris;;1;0
Plain-backed Sunbird;Anthreptes reichenowi;;13;0
Anchieta's Sunbird;Anthreptes anchietae;;8;0
Plain Sunbird;Anthreptes simplex;;13;1
Brown-throated Sunbird;Anthreptes malacensis;;83;9
Grey-throated Sunbird;Anthreptes griseigularis;;0;0
Red-throated Sunbird;Anthreptes rhodolaemus;;10;1
Mangrove Sunbird;Anthreptes gabonicus;;8;3
Western Violet-backed Sunbird;Anthreptes longuemarei;;7;0
Eastern Violet-backed Sunbird;Anthreptes orientalis;;20;3
Uluguru Violet-backed Sunbird;Anthreptes neglectus;;1;0
Violet-tailed Sunbird;Anthreptes aurantius;;0;0
Little Green Sunbird;Anthreptes seimundi;;2;3
Grey-chinned Sunbird;Anthreptes rectirostris;;10;3
Banded Green Sunbird;Anthreptes rubritorques;;7;0
Collared Sunbird;Hedydipna collaris;;162;46
Pygmy Sunbird;Hedydipna platura;;15;6
Nile Valley Sunbird;Hedydipna metallica;;16;12
Amani Sunbird;Hedydipna pallidigaster;;5;0
Reichenbach's Sunbird;Anabathmis reichenbachii;;12;1
Principe Sunbird;Anabathmis hartlaubii;;4;4
Newton's Sunbird;Anabathmis newtonii;;14;3
Giant Sunbird;Dreptes thomensis;;15;2
Orange-breasted Sunbird;Anthobaphes violacea;;17;2
Green-headed Sunbird;Cyanomitra verticalis;;20;0
Bannerman's Sunbird;Cyanomitra bannermani;;3;0
Blue-throated Brown Sunbird;Cyanomitra cyanolaema;;12;11
Cameroon Sunbird;Cyanomitra oritis;;6;2
Blue-headed Sunbird;Cyanomitra alinae;;11;0
Olive Sunbird;Cyanomitra olivacea;;229;168
Grey Sunbird;Cyanomitra veroxii;;53;36
Buff-throated Sunbird;Chalcomitra adelberti;;4;2
Carmelite Sunbird;Chalcomitra fuliginosa;;8;0
Green-throated Sunbird;Chalcomitra rubescens;;13;0
Amethyst Sunbird;Chalcomitra amethystina;;49;16
Scarlet-chested Sunbird;Chalcomitra senegalensis;;76;24
Hunter's Sunbird;Chalcomitra hunteri;;6;0
Socotra Sunbird;Chalcomitra balfouri;;4;0
Purple-rumped Sunbird;Leptocoma zeylonica;;62;11
Crimson-backed Sunbird;Leptocoma minima;;27;4
Purple-throated Sunbird;Leptocoma sperata;;9;0
Van Hasselt's Sunbird;Leptocoma brasiliana;;49;8
Black Sunbird;Leptocoma aspasia;;42;4
Copper-throated Sunbird;Leptocoma calcostetha;;16;1
Bocage's Sunbird;Nectarinia bocagii;;0;0
Purple-breasted Sunbird;Nectarinia purpureiventris;;0;0
Tacazze Sunbird;Nectarinia tacazze;;12;5
Bronzy Sunbird;Nectarinia kilimensis;;42;22
Malachite Sunbird;Nectarinia famosa;;64;7
Scarlet-tufted Sunbird;Nectarinia johnstoni;;6;0
Golden-winged Sunbird;Drepanorhynchus reichenowi;;6;0
Olive-bellied Sunbird;Cinnyris chloropygius;;67;38
Tiny Sunbird;Cinnyris minullus;;2;0
Eastern Miombo Sunbird;Cinnyris manoensis;;7;0
Western Miombo Sunbird;Cinnyris gertrudis;;14;0
Southern Double-collared Sunbird;Cinnyris chalybeus;;70;66
Neergaard's Sunbird;Cinnyris neergaardi;;3;0
Rwenzori Double-collared Sunbird;Cinnyris stuhlmanni;;7;0
Whyte's Double-collared Sunbird;Cinnyris whytei;;6;0
Prigogine's Double-collared Sunbird;Cinnyris prigoginei;;0;0
Ludwig's Double-collared Sunbird;Cinnyris ludovicensis;;0;0
Northern Double-collared Sunbird;Cinnyris reichenowi;;43;29
Greater Double-collared Sunbird;Cinnyris afer;;21;6
Regal Sunbird;Cinnyris regius;;19;2
Rockefeller's Sunbird;Cinnyris rockefelleri;;0;0
Eastern Double-collared Sunbird;Cinnyris mediocris;;21;5
Usambara Double-collared Sunbird;Cinnyris usambaricus;;15;0
Forest Double-collared Sunbird;Cinnyris fuelleborni;;8;0
Moreau's Sunbird;Cinnyris moreaui;;49;7
Loveridge's Sunbird;Cinnyris loveridgei;;12;3
Beautiful Sunbird;Cinnyris pulchellus;;45;23
Marico Sunbird;Cinnyris mariquensis;;55;14
Shelley's Sunbird;Cinnyris shelleyi;;3;0
Hofmann's Sunbird;Cinnyris hofmanni;;0;0
Congo Sunbird;Cinnyris congensis;;0;0
Red-chested Sunbird;Cinnyris erythrocercus;;21;4
Black-bellied Sunbird;Cinnyris nectarinioides;;19;2
Purple-banded Sunbird;Cinnyris bifasciatus;;46;2
Tsavo Sunbird;Cinnyris tsavoensis;;9;1
Violet-breasted Sunbird;Cinnyris chalcomelas;;1;0
Pemba Sunbird;Cinnyris pembae;;9;0
Orange-tufted Sunbird;Cinnyris bouvieri;;7;0
Palestine Sunbird;Cinnyris osea;;33;15
Shining Sunbird;Cinnyris habessinicus;;26;4
Splendid Sunbird;Cinnyris coccinigastrus;;58;7
Johanna's Sunbird;Cinnyris johannae;;7;0
Superb Sunbird;Cinnyris superbus;;5;0
Rufous-winged Sunbird;Cinnyris rufipennis;;21;1
Oustalet's Sunbird;Cinnyris oustaleti;;0;0
White-bellied Sunbird;Cinnyris talatala;;64;35
Variable Sunbird;Cinnyris venustus;;124;47
Dusky Sunbird;Cinnyris fuscus;;27;8
Ursula's Sunbird;Cinnyris ursulae;;1;0
Bates's Sunbird;Cinnyris batesi;;10;0
Copper Sunbird;Cinnyris cupreus;;23;2
Purple Sunbird;Cinnyris asiaticus;;133;98
Olive-backed Sunbird;Cinnyris jugularis;;174;60
Apricot-breasted Sunbird;Cinnyris buettikoferi;;5;0
Flame-breasted Sunbird;Cinnyris solaris;;21;5
Souimanga Sunbird;Cinnyris sovimanga;;41;53
Abbott's Sunbird;Cinnyris abbotti;;0;0
Malagasy Green Sunbird;Cinnyris notatus;;19;2
Seychelles Sunbird;Cinnyris dussumieri;;25;9
Humblot's Sunbird;Cinnyris humbloti;;6;2
Anjouan Sunbird;Cinnyris comorensis;;3;3
Mayotte Sunbird;Cinnyris coquerellii;;2;0
